stock_code,historical_name,corp_code,dart_corp_name,mapping_method,mapped
095610,,00524421,테스,stock_code,True
095660,,00628860,네오위즈,stock_code,True
095700,,00545929,제넥신,stock_code,True
096530,,00788773,씨젠,stock_code,True
096760,,00632304,JW홀딩스,stock_code,True
096770,,00631518,SK이노베이션,stock_code,True
097230,,00633835,HJ중공업,stock_code,True
097520,,00564562,엠씨넥스,stock_code,True
097950,,00635134,CJ제일제당,stock_code,True
098460,,00579999,고영,stock_code,True
099320,,00449254,쎄트렉아이,stock_code,True
100090,,00480367,SK오션플랜트,stock_code,True
100120,,00609324,뷰웍스,stock_code,True
100790,,00340096,미래에셋벤처투자,stock_code,True
100840,,00648721,SNT에너지,stock_code,True
101490,,00411048,에스앤에스텍,stock_code,True
101530,,00428321,해태제과식품,stock_code,True
102940,,00525642,코오롱생명과학,stock_code,True
103140,,00684714,풍산,stock_code,True
103590,,00683469,일진전기,stock_code,True
105560,,00688996,KB금융,stock_code,True
105630,,00728638,한세실업,stock_code,True
108230,,00531917,톱텍,stock_code,True
108320,,00525934,LX세미콘,stock_code,True
108490,,00946030,로보티즈,stock_code,True
108670,,00759513,LX하우시스,stock_code,True
111770,,00776820,영원무역,stock_code,True
112040,,00444329,위메이드,stock_code,True
112610,,00670340,씨에스윈드,stock_code,True
114090,,00557508,GKL,stock_code,True
115180,,01042650,큐리언트,stock_code,True
115390,,00561866,락앤락,stock_code,True
115450,,00552859,HLB테라퓨틱스,stock_code,True
120110,,00795135,코오롱인더,stock_code,True
121600,,00439965,나노신소재,stock_code,True
121800,,00693651,비덴트,stock_code,True
122870,,00613318,와이지엔터테인먼트,stock_code,True
123890,,00404701,한국자산신탁,stock_code,True
128940,,00828497,한미약품,stock_code,True
130960,,00838421,씨제이이앤엠,stock_code,True
131370,,00838962,알서포트,stock_code,True
131970,,00563545,두산테스나,stock_code,True
137310,,00854997,에스디바이오센서,stock_code,True
137400,,00612294,피엔티,stock_code,True
138040,,00860332,메리츠금융지주,stock_code,True
138250,,00406392,엔에스쇼핑,stock_code,True
138930,,00858364,BNK금융지주,stock_code,True
139130,,00878915,iM금융지주,stock_code,True
139480,,00872984,이마트,stock_code,True
140410,,00808022,메지온,stock_code,True
140860,,00244747,파크시스템스,stock_code,True
141080,,00842619,리가켐바이오,stock_code,True
144510,,01010642,지씨셀,stock_code,True
145020,,00888347,휴젤,stock_code,True
