date,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,market_drawdown,volume_change_1d,trading_value_change_1d,trading_value_ratio_20d,base_rate,usdkrw,bond3y,usdkrw_return_1d,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_1d,bond3y_change_5d,bond3y_change_20d,base_rate_change,rate_spread_3y
2018-02-21,0.006285966631246254,0.021589436447059684,,,-0.0208404670305693,0.05646848330530663,0.12377479791254165,,1.5,1076.2,2.306,0.002515137401024825,-0.0077447907062510035,,-0.009999999999999787,0.0040000000000000036,,0.0,0.806
2018-02-22,-0.007316387473686237,0.009286242139460832,,,-0.02800437757232732,-0.0195017712479566,-0.15677155188620162,,1.5,1084.3,2.303,0.007526482066530393,-0.00018441678192715472,,-0.0030000000000001137,0.02499999999999991,,0.0,0.8029999999999999
2018-02-23,0.015217241141120441,0.010366754889492347,,,-0.013213285797732066,0.15935180897132595,0.20819850962767106,,1.5,1079.0,2.285,-0.004887946140367028,0.0016709988860006408,,-0.017999999999999794,0.020000000000000018,,0.0,0.7850000000000001
2018-02-26,0.0026127247861851277,0.0029880613675654644,,,-0.010635083690857527,0.1692857865183397,0.0031649829061848322,,1.5,1073.4,2.263,-0.005189990732159311,0.005432746346946571,,-0.02200000000000024,-0.039000000000000146,,0.0,0.7629999999999999
2018-02-27,0.0008143488263196996,0.017602086582117815,,,-0.009829395532459206,-0.15396880510689426,0.04792243686546671,,1.5,1071.3,2.258,-0.0019564002235886724,-0.0020493712156497423,,-0.004999999999999893,-0.05799999999999983,,0.0,0.758
2018-02-28,-0.012605355411352215,-0.0015016765292756862,,,-0.022310847919645993,0.27169393733379477,0.2816685899893019,,1.5,1082.8,2.266,0.010734621487911822,0.006132689091246979,,0.008000000000000007,-0.040000000000000036,,0.0,0.766
2018-03-02,-0.010273455204713677,-0.004476065483180247,,,-0.03235509362767808,-0.10253159730131889,-0.16911155241660458,,1.5,1080.3,2.29,-0.0023088289619505042,-0.003689015954994046,,0.02400000000000002,-0.0129999999999999,,0.0,0.79
2018-03-05,-0.011705360736043113,-0.03087641947840769,,,-0.04368172632116085,-0.1495560861575691,-0.04590687674972038,,1.5,1082.0,2.311,0.0015736369526984095,0.002780352177942591,,0.020999999999999908,0.0259999999999998,,0.0,0.8109999999999999
2018-03-06,0.017987152034261378,-0.01601552691762176,,,-0.026480284139357213,0.15319153837920219,0.10372052175348334,,1.5,1076.1,2.312,-0.0054528650646951116,0.002515371716042214,,0.0009999999999998899,0.04899999999999993,,0.0,0.8119999999999998
2018-03-07,-0.004786305923570877,-0.021522000040684275,,,-0.031139847322094072,0.24644943831933586,0.44142352753677017,1.3560262115687438,1.5,1069.1,2.297,-0.00650497165690922,-0.002053579762904878,,-0.01499999999999968,0.039000000000000146,,0.0,0.7970000000000002
