date,base_rate,usdkrw,bond3y,usdkrw_return_1d,bond3y_change_1d,base_rate_change,usdkrw_return_5d,usdkrw_return_20d,bond3y_change_5d,bond3y_change_20d,rate_spread_3y
2019-08-16,1.5,1210.8,1.095,-0.001566751875979322,-0.05400000000000005,0.0,0.0013231888852132112,0.02714625042416019,-0.07000000000000006,-0.25,-0.405
2019-08-19,1.5,1211.0,1.093,0.00016518004625054594,-0.0020000000000000018,0.0,0.00041305245766221077,0.031077054065559828,-0.09299999999999997,-0.23399999999999999,-0.40700000000000003
2019-08-20,1.5,1208.3,1.101,-0.002229562345169356,0.008000000000000007,0.0,-0.006495642164117799,0.025460409063905676,-0.08099999999999996,-0.23199999999999998,-0.399
2019-08-21,1.5,1202.5,1.156,-0.004800132417445924,0.05499999999999994,0.0,-0.016118474881361533,0.020018661464076493,0.006000000000000005,-0.18300000000000005,-0.3440000000000001
2019-08-22,1.5,1207.4,1.13,0.004074844074844153,-0.026000000000000023,0.0,-0.004370413127731454,0.025044570846421532,-0.019000000000000128,-0.19100000000000006,-0.3700000000000001
2019-08-23,1.5,1210.6,1.169,0.0026503230081165174,0.039000000000000146,0.0,-0.00016518004625043492,0.024629707998307104,0.07400000000000007,-0.133,-0.33099999999999996
2019-08-26,1.5,1217.8,1.121,0.005947464067404651,-0.04800000000000004,0.0,0.005615194054500394,0.027852802160702295,0.028000000000000025,-0.18700000000000006,-0.379
2019-08-27,1.5,1211.2,1.171,-0.005419609131220193,0.050000000000000044,0.0,0.0024000662087231284,0.023405154203633316,0.07000000000000006,-0.135,-0.32899999999999996
2019-08-28,1.5,1213.9,1.18,0.002229194187582495,0.008999999999999897,0.0,0.009480249480249503,0.027335815842925104,0.02400000000000002,-0.121,-0.32000000000000006
2019-08-29,1.5,1216.4,1.167,0.002059477716451097,-0.0129999999999999,0.0,0.0074540334603279135,0.028146395063815666,0.037000000000000144,-0.125,-0.33299999999999996
2019-08-30,1.5,1211.2,1.168,-0.0042749095692207195,0.0009999999999998899,0.0,0.0004956220056171468,0.01909970551114859,-0.001000000000000112,-0.14100000000000001,-0.3320000000000001
2019-09-02,1.5,1210.8,1.233,-0.00033025099075301156,0.06500000000000017,0.0,-0.005748070290688134,0.010684474123539234,0.1120000000000001,-0.026999999999999913,-0.2669999999999999
